ticket_id,text,category,sentiment,urgent,created_at,response_time_hours,priority
51,General inquiry,General,Neutral,False,3/27/2024,31,low
52,Refund not processed,Billing,Neutral,True,1/25/2024,41,medium
53,Profile update failed,Account,Negative,False,2/20/2024,6,medium
54,Unable to update payment method,Billing,Positive,False,2/18/2024,25,medium
55,Verification email not received,Account,Neutral,True,1/20/2024,68,medium
56,Login issues with account,Account,Neutral,False,2/5/2024,69,low
57,Profile update failed,Account,Negative,False,1/4/2024,19,medium
58,General inquiry,General,Negative,False,2/21/2024,23,medium
59,App crashes on login,Technical,Neutral,False,3/19/2024,14,medium
60,Unable to reset password,Account,Positive,False,3/8/2024,60,low
61,Unable to update payment method,Billing,Positive,False,3/1/2024,56,medium
62,Feedback on service,General,Neutral,True,3/27/2024,51,medium
63,Refund not processed,Billing,Positive,False,3/28/2024,12,medium
64,Website not loading,Technical,Negative,True,2/25/2024,56,high
65,Profile update failed,Account,Positive,False,3/1/2024,41,low
66,General inquiry,General,Neutral,True,1/26/2024,49,medium
67,Request for demo,General,Positive,True,3/16/2024,28,medium
68,Refund not processed,Billing,Neutral,True,1/25/2024,7,medium
69,Payment failed again,Billing,Positive,True,3/18/2024,25,medium
70,Feature not working properly,Technical,Neutral,False,3/6/2024,68,medium
71,Charged twice for subscription,Billing,Neutral,False,3/14/2024,48,medium
72,Request for demo,General,Negative,False,1/15/2024,35,medium
73,Account locked unexpectedly,Account,Positive,False,3/13/2024,3,low
74,Request for demo,General,Neutral,True,3/14/2024,28,medium
75,General inquiry,General,Neutral,False,1/14/2024,22,low
76,Need more information about product,General,Negative,False,1/20/2024,20,medium
77,Refund not processed,Billing,Positive,False,2/9/2024,60,medium
78,General inquiry,General,Negative,False,2/28/2024,58,medium
79,Need more information about product,General,Positive,True,2/16/2024,28,medium
80,Request for demo,General,Positive,False,3/20/2024,34,low
81,Request for demo,General,Positive,True,2/17/2024,58,medium
82,Payment failed again,Billing,Negative,False,3/2/2024,5,medium
83,Error while uploading file,Technical,Positive,False,3/12/2024,27,medium
84,Feature not working properly,Technical,Negative,True,1/5/2024,35,high
85,Verification email not received,Account,Positive,False,2/7/2024,21,low
86,Feedback on service,General,Neutral,True,3/11/2024,47,medium
87,Feature not working properly,Technical,Negative,False,3/3/2024,54,medium
88,Website not loading,Technical,Negative,False,3/12/2024,50,medium
89,Feedback on service,General,Negative,True,3/12/2024,19,high
90,Feature not working properly,Technical,Neutral,True,3/10/2024,40,medium
91,Need more information about product,General,Negative,True,2/14/2024,28,high
92,Account locked unexpectedly,Account,Positive,True,1/4/2024,13,medium
93,Payment failed again,Billing,Neutral,False,2/12/2024,49,medium
94,Verification email not received,Account,Positive,False,2/7/2024,22,low
95,Charged twice for subscription,Billing,Positive,True,1/24/2024,5,medium
96,General inquiry,General,Positive,False,1/27/2024,56,low
97,Request for demo,General,Neutral,True,3/7/2024,43,medium
98,Request for demo,General,Positive,True,3/11/2024,65,medium
99,Account locked unexpectedly,Account,Positive,True,2/17/2024,32,medium
100,Unable to update payment method,Billing,Neutral,False,3/26/2024,37,medium
101,Feedback on service,General,Negative,False,2/21/2024,3,medium
102,Login issues with account,Account,Neutral,True,2/12/2024,13,medium
103,How to use this feature?,General,Neutral,False,3/13/2024,16,low
104,Feedback on service,General,Negative,False,2/10/2024,44,medium
105,Refund not processed,Billing,Neutral,False,3/13/2024,47,medium
106,General inquiry,General,Negative,True,1/25/2024,3,high
107,Billing invoice incorrect,Billing,Negative,True,3/27/2024,54,high
108,Unable to reset password,Account,Neutral,False,1/28/2024,41,low
109,Unable to update payment method,Billing,Negative,False,1/12/2024,47,medium
110,Profile update failed,Account,Positive,True,3/30/2024,3,medium
111,Feedback on service,General,Neutral,False,2/4/2024,67,low
112,Feature not working properly,Technical,Positive,False,3/28/2024,67,medium
113,Need more information about product,General,Positive,False,1/4/2024,39,low
114,Unable to reset password,Account,Negative,False,1/31/2024,10,medium
115,Error while uploading file,Technical,Positive,True,2/25/2024,40,medium
116,System timeout issue,Technical,Negative,True,3/11/2024,18,high
117,Payment failed again,Billing,Negative,True,2/2/2024,69,high
118,Charged twice for subscription,Billing,Negative,True,1/2/2024,42,high
119,System timeout issue,Technical,Neutral,True,3/31/2024,62,medium
120,App crashes on login,Technical,Positive,True,3/22/2024,69,medium
121,Login issues with account,Account,Neutral,False,1/14/2024,3,low
122,Refund not processed,Billing,Neutral,False,2/20/2024,54,medium
123,Payment failed again,Billing,Negative,False,2/20/2024,69,medium
124,Account locked unexpectedly,Account,Positive,True,2/26/2024,18,medium
125,General inquiry,General,Positive,True,3/25/2024,60,medium
126,Error while uploading file,Technical,Negative,False,1/7/2024,63,medium
127,Feature not working properly,Technical,Negative,False,3/1/2024,9,medium
128,Login issues with account,Account,Neutral,False,3/29/2024,61,low
129,Refund not processed,Billing,Neutral,True,2/18/2024,47,medium
130,Charged twice for subscription,Billing,Neutral,False,2/7/2024,67,medium
131,Feature not working properly,Technical,Neutral,False,1/15/2024,13,medium
132,Feature not working properly,Technical,Negative,True,1/27/2024,27,high
133,How to use this feature?,General,Negative,True,3/23/2024,61,high
134,App crashes on login,Technical,Neutral,True,1/7/2024,51,medium
135,Error while uploading file,Technical,Positive,False,3/7/2024,13,medium
136,Website not loading,Technical,Positive,False,3/1/2024,31,medium
137,General inquiry,General,Neutral,False,3/1/2024,67,low
138,How to use this feature?,General,Neutral,True,3/6/2024,38,medium
139,Profile update failed,Account,Neutral,False,2/1/2024,48,low
140,Feature not working properly,Technical,Positive,True,2/3/2024,17,medium
141,App crashes on login,Technical,Positive,False,1/13/2024,67,medium
142,Payment failed again,Billing,Positive,True,1/7/2024,44,medium
143,Website not loading,Technical,Positive,True,2/23/2024,3,medium
144,Feature not working properly,Technical,Negative,True,1/24/2024,23,high
145,Feature not working properly,Technical,Neutral,False,3/20/2024,10,medium
146,Login issues with account,Account,Negative,True,3/19/2024,25,high
147,System timeout issue,Technical,Positive,False,2/5/2024,46,medium
148,Request for demo,General,Negative,True,2/3/2024,54,high
149,App crashes on login,Technical,Positive,True,3/25/2024,68,medium
150,Website not loading,Technical,Neutral,True,1/9/2024,30,medium
151,Feature not working properly,Technical,Neutral,True,3/14/2024,34,medium
152,Error while uploading file,Technical,Negative,False,1/17/2024,50,medium
153,Unable to reset password,Account,Negative,False,2/24/2024,18,medium
154,Billing invoice incorrect,Billing,Positive,False,2/11/2024,36,medium
155,Feature not working properly,Technical,Positive,False,3/21/2024,46,medium
156,Error while uploading file,Technical,Neutral,True,3/29/2024,42,medium
157,Error while uploading file,Technical,Negative,False,2/7/2024,39,medium
158,System timeout issue,Technical,Positive,False,3/3/2024,15,medium
159,System timeout issue,Technical,Neutral,False,2/23/2024,64,medium
160,Profile update failed,Account,Neutral,False,2/9/2024,30,low
161,Verification email not received,Account,Neutral,False,3/22/2024,47,low
162,Request for demo,General,Neutral,False,1/24/2024,41,low
163,Profile update failed,Account,Neutral,False,1/6/2024,65,low
164,Payment failed again,Billing,Negative,False,2/25/2024,63,medium
165,Unable to update payment method,Billing,Positive,False,2/21/2024,2,medium
166,Account locked unexpectedly,Account,Neutral,True,2/12/2024,55,medium
167,Login issues with account,Account,Positive,True,1/13/2024,15,medium
168,Login issues with account,Account,Positive,True,3/16/2024,39,medium
169,Request for demo,General,Neutral,True,1/25/2024,47,medium
170,Verification email not received,Account,Negative,False,3/7/2024,23,medium
171,Website not loading,Technical,Negative,False,1/8/2024,19,medium
172,Profile update failed,Account,Negative,True,1/28/2024,46,high
173,Request for demo,General,Negative,True,2/9/2024,50,high
174,Verification email not received,Account,Positive,True,1/22/2024,7,medium
175,Error while uploading file,Technical,Negative,True,2/3/2024,22,high
176,App crashes on login,Technical,Neutral,True,3/12/2024,5,medium
177,Unable to reset password,Account,Positive,False,1/27/2024,45,low
178,Feature not working properly,Technical,Negative,True,2/20/2024,21,high
179,Feedback on service,General,Negative,False,3/14/2024,3,medium
180,Login issues with account,Account,Neutral,False,1/14/2024,56,low
181,Charged twice for subscription,Billing,Negative,True,2/11/2024,20,high
182,General inquiry,General,Neutral,False,1/1/2024,56,low
183,Login issues with account,Account,Positive,True,1/1/2024,25,medium
184,Need more information about product,General,Neutral,False,2/28/2024,33,low
185,Unable to update payment method,Billing,Positive,True,2/26/2024,68,medium
186,Profile update failed,Account,Neutral,False,3/16/2024,64,low
187,Unable to update payment method,Billing,Neutral,False,3/9/2024,4,medium
188,Unable to reset password,Account,Neutral,False,3/19/2024,36,low
189,General inquiry,General,Negative,True,2/11/2024,64,high
190,App crashes on login,Technical,Neutral,False,3/15/2024,69,medium
191,System timeout issue,Technical,Neutral,True,1/14/2024,39,medium
192,Error while uploading file,Technical,Negative,False,3/22/2024,34,medium
193,Billing invoice incorrect,Billing,Neutral,True,2/29/2024,64,medium
194,Request for demo,General,Negative,True,1/14/2024,63,high
195,System timeout issue,Technical,Negative,False,3/28/2024,65,medium
196,Website not loading,Technical,Negative,False,2/2/2024,57,medium
197,Unable to reset password,Account,Negative,False,1/16/2024,18,medium
198,Unable to reset password,Account,Neutral,False,3/1/2024,38,low
199,Feedback on service,General,Positive,False,3/1/2024,6,low
200,Need more information about product,General,Positive,True,3/11/2024,32,medium
201,General inquiry,General,Neutral,True,1/5/2024,17,medium
202,App crashes on login,Technical,Negative,True,3/26/2024,12,high
203,Unable to update payment method,Billing,Neutral,True,2/23/2024,41,medium
204,Feature not working properly,Technical,Positive,False,1/26/2024,11,medium
205,Feedback on service,General,Positive,False,2/17/2024,25,low
206,Need more information about product,General,Neutral,False,3/25/2024,38,low
207,System timeout issue,Technical,Neutral,False,3/4/2024,66,medium
208,How to use this feature?,General,Neutral,True,2/24/2024,12,medium
209,Unable to reset password,Account,Negative,True,3/17/2024,8,high
210,Billing invoice incorrect,Billing,Positive,False,1/5/2024,32,medium
211,Unable to reset password,Account,Positive,True,2/28/2024,37,medium
212,System timeout issue,Technical,Neutral,False,1/5/2024,50,medium
213,Login issues with account,Account,Positive,False,3/2/2024,4,low
214,System timeout issue,Technical,Positive,False,1/30/2024,43,medium
215,Error while uploading file,Technical,Neutral,True,3/7/2024,67,medium
216,Unable to reset password,Account,Neutral,False,2/20/2024,20,low
217,General inquiry,General,Positive,False,1/12/2024,67,low
218,Account locked unexpectedly,Account,Negative,False,2/20/2024,4,medium
219,General inquiry,General,Negative,False,1/15/2024,13,medium
220,Account locked unexpectedly,Account,Negative,True,1/16/2024,43,high
221,Request for demo,General,Negative,False,1/15/2024,55,medium
222,Charged twice for subscription,Billing,Neutral,False,3/8/2024,28,medium
223,App crashes on login,Technical,Neutral,True,2/3/2024,30,medium
224,Charged twice for subscription,Billing,Negative,False,1/20/2024,58,medium
225,Refund not processed,Billing,Positive,True,3/6/2024,3,medium
226,Account locked unexpectedly,Account,Neutral,True,3/26/2024,26,medium
227,Need more information about product,General,Neutral,False,1/6/2024,68,low
228,How to use this feature?,General,Positive,False,3/4/2024,50,low
229,Profile update failed,Account,Positive,False,2/16/2024,54,low
230,Unable to reset password,Account,Positive,True,3/21/2024,8,medium
231,Request for demo,General,Positive,True,3/9/2024,5,medium
232,Feedback on service,General,Negative,True,3/17/2024,7,high
233,Verification email not received,Account,Positive,True,3/8/2024,9,medium
234,Error while uploading file,Technical,Neutral,False,3/25/2024,71,medium
235,Website not loading,Technical,Positive,False,2/19/2024,57,medium
236,Feature not working properly,Technical,Negative,False,2/18/2024,11,medium
237,Unable to update payment method,Billing,Negative,True,1/19/2024,2,high
238,Need more information about product,General,Neutral,False,2/7/2024,49,low
239,Profile update failed,Account,Positive,False,3/30/2024,11,low
240,Login issues with account,Account,Negative,True,1/1/2024,29,high
241,Website not loading,Technical,Positive,True,1/28/2024,61,medium
242,Refund not processed,Billing,Positive,True,1/20/2024,51,medium
243,General inquiry,General,Negative,True,3/26/2024,28,high
244,Unable to update payment method,Billing,Negative,True,3/8/2024,28,high
245,Refund not processed,Billing,Positive,True,2/15/2024,6,medium
246,Profile update failed,Account,Neutral,True,2/1/2024,33,medium
247,Request for demo,General,Negative,False,3/3/2024,59,medium
248,App crashes on login,Technical,Positive,True,2/2/2024,23,medium
249,How to use this feature?,General,Neutral,True,2/6/2024,13,medium
250,Account locked unexpectedly,Account,Neutral,False,3/21/2024,12,low
251,Verification email not received,Account,Negative,True,2/9/2024,20,high
252,Refund not processed,Billing,Positive,True,2/29/2024,71,medium
253,How to use this feature?,General,Neutral,False,3/14/2024,48,low
254,Need more information about product,General,Neutral,True,2/8/2024,6,medium
255,System timeout issue,Technical,Positive,True,2/16/2024,47,medium
256,Error while uploading file,Technical,Negative,True,1/21/2024,3,high
257,Feature not working properly,Technical,Positive,False,2/7/2024,21,medium
258,Unable to update payment method,Billing,Negative,False,2/13/2024,4,medium
259,Feedback on service,General,Negative,True,1/18/2024,16,high
260,Feedback on service,General,Positive,False,2/3/2024,37,low
261,Verification email not received,Account,Negative,False,1/22/2024,71,medium
262,How to use this feature?,General,Positive,False,2/9/2024,43,low
263,Profile update failed,Account,Positive,True,1/20/2024,11,medium
264,Feature not working properly,Technical,Positive,False,3/25/2024,5,medium
265,Verification email not received,Account,Negative,False,1/25/2024,24,medium
266,Account locked unexpectedly,Account,Neutral,True,2/12/2024,17,medium
267,Account locked unexpectedly,Account,Positive,False,2/26/2024,48,low
268,Request for demo,General,Negative,True,1/5/2024,13,high
269,Error while uploading file,Technical,Negative,False,3/10/2024,23,medium
270,Error while uploading file,Technical,Negative,False,1/7/2024,54,medium
271,Unable to reset password,Account,Negative,False,1/18/2024,68,medium
272,Refund not processed,Billing,Neutral,True,2/17/2024,10,medium
273,System timeout issue,Technical,Negative,True,3/27/2024,69,high
274,Charged twice for subscription,Billing,Neutral,False,3/3/2024,63,medium
275,Profile update failed,Account,Neutral,False,1/19/2024,23,low
276,Website not loading,Technical,Neutral,False,3/29/2024,12,medium
277,App crashes on login,Technical,Positive,False,2/23/2024,47,medium
278,Error while uploading file,Technical,Positive,True,1/18/2024,48,medium
279,General inquiry,General,Neutral,False,2/15/2024,22,low
280,Website not loading,Technical,Negative,True,3/5/2024,24,high
281,Payment failed again,Billing,Neutral,False,2/27/2024,60,medium
282,Error while uploading file,Technical,Positive,True,3/13/2024,34,medium
283,System timeout issue,Technical,Neutral,True,2/18/2024,47,medium
284,Feature not working properly,Technical,Negative,False,3/28/2024,32,medium
285,How to use this feature?,General,Neutral,False,1/14/2024,33,low
286,Need more information about product,General,Negative,True,2/5/2024,55,high
287,Verification email not received,Account,Neutral,False,2/23/2024,67,low
288,How to use this feature?,General,Neutral,True,1/20/2024,31,medium
289,Billing invoice incorrect,Billing,Negative,True,1/30/2024,9,high
290,Charged twice for subscription,Billing,Negative,False,3/16/2024,15,medium
291,Verification email not received,Account,Positive,True,1/12/2024,47,medium
292,Unable to update payment method,Billing,Positive,True,1/11/2024,34,medium
293,Request for demo,General,Negative,True,2/28/2024,68,high
294,How to use this feature?,General,Positive,True,1/14/2024,13,medium
295,App crashes on login,Technical,Neutral,True,1/21/2024,41,medium
296,Unable to reset password,Account,Positive,False,1/19/2024,24,low
297,System timeout issue,Technical,Positive,True,2/18/2024,55,medium
298,Unable to reset password,Account,Positive,False,1/1/2024,4,low
299,Billing invoice incorrect,Billing,Neutral,True,1/30/2024,23,medium
300,Unable to reset password,Account,Positive,False,3/14/2024,43,low
301,Need more information about product,General,Neutral,True,2/24/2024,15,medium
302,System timeout issue,Technical,Negative,True,2/9/2024,65,high
303,Error while uploading file,Technical,Neutral,False,2/18/2024,36,medium
304,Request for demo,General,Positive,False,2/3/2024,39,low
305,Profile update failed,Account,Positive,False,2/11/2024,32,low
306,Account locked unexpectedly,Account,Positive,True,1/3/2024,27,medium
307,Profile update failed,Account,Neutral,True,2/14/2024,32,medium
308,Unable to reset password,Account,Positive,True,2/6/2024,19,medium
309,Charged twice for subscription,Billing,Neutral,False,2/22/2024,4,medium
310,Payment failed again,Billing,Positive,True,2/15/2024,45,medium
311,System timeout issue,Technical,Negative,False,1/12/2024,31,medium
312,Billing invoice incorrect,Billing,Negative,False,3/16/2024,13,medium
313,Error while uploading file,Technical,Negative,True,3/16/2024,63,high
314,Need more information about product,General,Neutral,True,3/6/2024,37,medium
315,Feedback on service,General,Neutral,False,2/19/2024,33,low
316,App crashes on login,Technical,Neutral,True,1/16/2024,59,medium
317,Request for demo,General,Negative,True,2/18/2024,30,high
318,Login issues with account,Account,Negative,True,2/16/2024,20,high
319,Payment failed again,Billing,Neutral,False,3/20/2024,47,medium
320,Error while uploading file,Technical,Neutral,False,3/9/2024,53,medium
321,Login issues with account,Account,Negative,False,1/4/2024,57,medium
322,Login issues with account,Account,Positive,False,3/23/2024,34,low
323,Charged twice for subscription,Billing,Positive,True,2/22/2024,45,medium
324,Account locked unexpectedly,Account,Positive,True,3/10/2024,36,medium
325,Feature not working properly,Technical,Neutral,False,2/27/2024,1,medium
326,Verification email not received,Account,Neutral,True,2/10/2024,12,medium
327,Website not loading,Technical,Positive,True,1/3/2024,8,medium
328,Refund not processed,Billing,Negative,False,1/8/2024,1,medium
329,Login issues with account,Account,Neutral,False,2/9/2024,55,low
330,Account locked unexpectedly,Account,Positive,True,1/27/2024,41,medium
331,Unable to update payment method,Billing,Negative,True,2/3/2024,65,high
332,Charged twice for subscription,Billing,Neutral,False,2/11/2024,40,medium
333,App crashes on login,Technical,Neutral,False,3/2/2024,66,medium
334,How to use this feature?,General,Neutral,False,2/21/2024,37,low
335,Charged twice for subscription,Billing,Neutral,True,2/7/2024,69,medium
336,Request for demo,General,Neutral,True,2/20/2024,62,medium
337,Account locked unexpectedly,Account,Neutral,True,1/31/2024,24,medium
338,Refund not processed,Billing,Neutral,False,2/19/2024,17,medium
339,General inquiry,General,Positive,True,3/21/2024,14,medium
340,Need more information about product,General,Negative,True,3/7/2024,58,high
341,Refund not processed,Billing,Negative,True,2/16/2024,20,high
342,Feature not working properly,Technical,Positive,False,3/4/2024,31,medium
343,Unable to update payment method,Billing,Neutral,False,1/3/2024,36,medium
344,Need more information about product,General,Neutral,False,3/11/2024,58,low
345,Payment failed again,Billing,Negative,False,3/3/2024,16,medium
346,Website not loading,Technical,Negative,True,1/18/2024,24,high
347,Error while uploading file,Technical,Negative,False,2/14/2024,4,medium
348,Verification email not received,Account,Neutral,False,2/8/2024,24,low
349,Feedback on service,General,Negative,False,2/2/2024,50,medium
350,Verification email not received,Account,Positive,False,3/22/2024,28,low
351,Unable to reset password,Account,Negative,False,3/15/2024,67,medium
352,Feature not working properly,Technical,Neutral,False,1/19/2024,56,medium
353,Website not loading,Technical,Negative,True,3/4/2024,45,high
354,Website not loading,Technical,Negative,False,3/25/2024,26,medium
355,Account locked unexpectedly,Account,Negative,True,1/23/2024,66,high
356,Unable to update payment method,Billing,Positive,True,3/5/2024,51,medium
357,How to use this feature?,General,Negative,False,2/8/2024,39,medium
358,Payment failed again,Billing,Positive,False,2/24/2024,2,medium
359,Payment failed again,Billing,Neutral,False,2/2/2024,3,medium
360,Account locked unexpectedly,Account,Neutral,True,3/4/2024,36,medium
361,Unable to reset password,Account,Neutral,True,1/11/2024,21,medium
362,App crashes on login,Technical,Negative,True,3/26/2024,2,high
363,Unable to update payment method,Billing,Neutral,True,3/11/2024,34,medium
364,Payment failed again,Billing,Neutral,False,2/2/2024,51,medium
365,Unable to reset password,Account,Neutral,False,1/4/2024,13,low
366,Unable to reset password,Account,Neutral,False,3/13/2024,37,low
367,Feedback on service,General,Negative,False,1/7/2024,29,medium
368,Error while uploading file,Technical,Positive,True,1/12/2024,42,medium
369,Website not loading,Technical,Positive,True,1/6/2024,23,medium
370,Error while uploading file,Technical,Negative,False,1/3/2024,56,medium
371,Feedback on service,General,Negative,False,2/13/2024,7,medium
372,System timeout issue,Technical,Negative,True,1/30/2024,36,high
373,Refund not processed,Billing,Negative,False,2/6/2024,61,medium
374,Account locked unexpectedly,Account,Neutral,False,3/30/2024,11,low
375,Verification email not received,Account,Positive,True,1/18/2024,57,medium
376,Website not loading,Technical,Negative,True,2/10/2024,70,high
377,Feature not working properly,Technical,Neutral,False,1/28/2024,67,medium
378,Need more information about product,General,Positive,False,3/6/2024,22,low
379,App crashes on login,Technical,Negative,True,3/30/2024,52,high
380,Feedback on service,General,Negative,False,1/13/2024,43,medium
381,Unable to update payment method,Billing,Positive,True,1/11/2024,32,medium
382,System timeout issue,Technical,Neutral,True,3/2/2024,18,medium
383,Profile update failed,Account,Positive,False,1/16/2024,55,low
384,Profile update failed,Account,Negative,False,3/1/2024,15,medium
385,Error while uploading file,Technical,Neutral,True,2/19/2024,24,medium
386,Refund not processed,Billing,Negative,False,3/16/2024,62,medium
387,App crashes on login,Technical,Positive,True,3/7/2024,56,medium
388,Payment failed again,Billing,Negative,True,2/6/2024,18,high
389,Need more information about product,General,Positive,False,2/25/2024,33,low
390,Website not loading,Technical,Positive,True,2/11/2024,34,medium
391,Refund not processed,Billing,Positive,True,3/23/2024,60,medium
392,Website not loading,Technical,Positive,True,1/3/2024,44,medium
393,Error while uploading file,Technical,Neutral,False,2/26/2024,64,medium
394,Profile update failed,Account,Positive,False,2/2/2024,52,low
395,Unable to reset password,Account,Negative,True,3/28/2024,69,high
396,Verification email not received,Account,Neutral,False,3/28/2024,69,low
397,General inquiry,General,Positive,False,2/14/2024,5,low
398,System timeout issue,Technical,Negative,False,3/2/2024,33,medium
399,Feature not working properly,Technical,Neutral,False,3/18/2024,69,medium
400,General inquiry,General,Negative,False,2/2/2024,34,medium
401,Error while uploading file,Technical,Neutral,True,1/23/2024,49,medium
402,Billing invoice incorrect,Billing,Positive,True,2/28/2024,4,medium
403,General inquiry,General,Positive,False,3/28/2024,13,low
404,Login issues with account,Account,Positive,False,1/3/2024,48,low
405,Request for demo,General,Negative,False,2/24/2024,57,medium
406,System timeout issue,Technical,Negative,True,3/28/2024,71,high
407,Request for demo,General,Positive,False,3/9/2024,20,low
408,Login issues with account,Account,Positive,True,1/1/2024,68,medium
409,Website not loading,Technical,Neutral,True,1/25/2024,34,medium
410,Feedback on service,General,Positive,False,1/23/2024,60,low
411,System timeout issue,Technical,Negative,True,1/2/2024,7,high
412,Need more information about product,General,Negative,False,3/31/2024,61,medium
413,Need more information about product,General,Negative,False,2/8/2024,24,medium
414,How to use this feature?,General,Neutral,True,3/20/2024,4,medium
415,Need more information about product,General,Positive,True,1/5/2024,13,medium
416,Charged twice for subscription,Billing,Positive,False,2/19/2024,38,medium
417,Payment failed again,Billing,Positive,True,3/29/2024,24,medium
418,Request for demo,General,Neutral,True,1/8/2024,33,medium
419,Feedback on service,General,Negative,False,3/24/2024,40,medium
420,App crashes on login,Technical,Neutral,True,3/4/2024,51,medium
421,Need more information about product,General,Positive,False,2/12/2024,27,low
422,Unable to update payment method,Billing,Negative,False,2/7/2024,36,medium
423,Account locked unexpectedly,Account,Negative,True,2/19/2024,62,high
424,Verification email not received,Account,Negative,False,2/2/2024,67,medium
425,Unable to reset password,Account,Positive,False,3/21/2024,31,low
426,Website not loading,Technical,Neutral,False,1/14/2024,70,medium
427,Login issues with account,Account,Negative,False,3/19/2024,7,medium
428,How to use this feature?,General,Neutral,True,3/21/2024,9,medium
429,General inquiry,General,Neutral,False,1/29/2024,31,low
430,Payment failed again,Billing,Positive,True,2/20/2024,37,medium
431,Request for demo,General,Neutral,False,1/22/2024,11,low
432,Profile update failed,Account,Neutral,False,1/27/2024,46,low
433,Billing invoice incorrect,Billing,Neutral,True,2/5/2024,49,medium
434,App crashes on login,Technical,Positive,True,1/21/2024,26,medium
435,Profile update failed,Account,Neutral,False,2/28/2024,29,low
436,Request for demo,General,Negative,False,3/24/2024,65,medium
437,Need more information about product,General,Neutral,False,2/18/2024,53,low
438,Charged twice for subscription,Billing,Positive,False,2/11/2024,55,medium
439,Unable to reset password,Account,Positive,True,2/16/2024,12,medium
440,Feedback on service,General,Neutral,True,1/22/2024,9,medium
441,Need more information about product,General,Negative,True,1/15/2024,34,high
442,Need more information about product,General,Negative,False,3/23/2024,10,medium
443,Account locked unexpectedly,Account,Neutral,True,1/2/2024,22,medium
444,Refund not processed,Billing,Positive,False,3/6/2024,62,medium
445,Request for demo,General,Negative,True,2/18/2024,59,high
446,Verification email not received,Account,Neutral,False,1/31/2024,28,low
447,System timeout issue,Technical,Neutral,True,3/24/2024,44,medium
448,Refund not processed,Billing,Neutral,False,1/28/2024,5,medium
449,Feature not working properly,Technical,Positive,False,3/15/2024,45,medium
450,Need more information about product,General,Negative,False,3/25/2024,44,medium
451,Feedback on service,General,Negative,True,3/7/2024,27,high
452,Charged twice for subscription,Billing,Neutral,True,2/1/2024,65,medium
